"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Garuga Coat","16750z","Garuga Scale",5,"Garuga Shell",5,"Garuga Wing",1,"Lg Monster Bone",1,14,3,3,0,2,16750,"Male/Female","Gunner",5,1,1,"---","PelletS Up",2,"Health",2,"PsychicVis",2,"MixSucRate",-2,,
"Velociprey Tasset D","7750z","WhtVeloprySclPc",4,"Machalite Ore",2,"Bullfango Pelt",1,"Blk Gravios Crst",2,20,1,1,-1,1,7750,"Male/Female","Blade",3,1,1,"---","Gluttony",2,"WideEffect",2,"PsychicVis",2,"Protection",3,,
"Velociprey CoatD","7750z","WhtVeloprySclPc",4,"Machalite Ore",2,"Bullfango Pelt",1,"Blk Gravios Crst",2,10,3,3,0,3,7750,"Male/Female","Gunner",3,1,1,"---","Gluttony",2,"WideEffect",2,"PsychicVis",2,"Protection",3,,
"Kut-Ku Tasset D","1650z","Blue Kut-Ku Scl",5,"Blue Kut-Ku Shl",3,"Kelbi Hide",5,"Med Monster Bone",1,12,2,0,-1,-2,1650,"Male/Female","Blade",3,1,1,"---","Attack",4,"Health",4,"Water Res",-3,,,,
"Kut-Ku Coat D","1650z","Blue Kut-Ku Scl",5,"Blue Kut-Ku Shl",3,"Kelbi Hide",5,"Med Monster Bone",1,6,5,3,0,1,1650,"Male/Female","Gunner",3,1,1,"---","Attack",4,"Whim",2,"Health",2,"Water Res",-3,,
"Gravios Tasset D","7750z","Blk Gravios Crst",5,"Lg Monster Bone",2,"Machalite Ore",5,"Ioprey Hide",4,20,2,2,0,-2,7750,"Male/Female","Blade",3,1,1,"---","Health",2,"Heat Res",2,"Map",2,"PsychicVis",2,"Gathering",-2
"Gravios Coat D","7750z","Blk Gravios Crst",5,"Lg Monster Bone",2,"Machalite Ore",5,"Ioprey Hide",4,10,4,3,0,1,7750,"Male/Female","Gunner",3,1,1,"---","Health",2,"Heat Res",2,"Protection",2,"PsychicVis",2,,
"Basarios Tasset+","16750z","Basarios Wing",1,"Basarios Shell",4,"Dragonite Ore",6,"Earth Crystal",10,26,0,2,-2,2,16750,"Male/Female","Blade",4,1,1,"---","Defense",2,"Poison",2,"Worry",2,"PsychicVis",3,"Protection",-2
"Basarios Coat+","16750z","Basarios Wing",1,"Basarios Shell",4,"Dragonite Ore",6,"Earth Crystal",10,14,2,4,0,4,16750,"Male/Female","Gunner",4,1,1,"---","Defense",2,"Poison",2,"Worry",2,"PsychicVis",3,"Protection",-2
"Melahoa Skirt+","2850z","King Scarab",4,"Dosbiscus",4,"Gold Ticket",2,"Max Potion",2,15,0,0,0,3,2850,"Male/Female","Blade/Gunner",5,1,1,"---","Gathering",3,"PsychicVis",3,"Rec Speed",2,"Cold Res",-3,,
"Bistro Apron+","2850z","BmboFlynMealPass",1,"Gourmet Steak",10,"BBQ Ticket",2,"Flabby Hide",6,15,3,0,0,0,2850,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",5,"Hunger",4,"Fishing",1,"Sleep",-1,,
"Mosswine Hip+","1350z","Monster Bone+",1,"Mosswine Hide",1,"Bullfango Pelt",8,,,11,0,0,0,0,1350,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",3,"Health",3,"Hunger",-2,,,,
"Kirin Hoop+","37125z","Kirin Hide+",1,"Kirin Hide",3,"Kirin Azure Horn",2,"Electro Sac",3,31,0,4,0,0,37125,"Male/Female","Blade",5,1,1,"---","All Res Up",2,"Recovery",2,"Fate",2,"PsychicVis",3,"Cold Res",-2
"Kirin Shorts+","37125z","Kirin Hide+",1,"Kirin Hide",3,"Kirin Azure Horn",2,"Electro Sac",3,15,2,6,0,2,37125,"Male/Female","Gunner",5,1,1,"---","All Res Up",2,"Recovery",2,"Fate",2,"PsychicVis",3,"Cold Res",-2
"Kut-Ku Tasset K","10750z","BluKutKuCarapace",5,"SmlBlueKut-KuEar",1,"Dragonite Ore",3,"Lg Monster Bone",3,22,2,0,-1,-2,10750,"Male/Female","Blade",4,1,1,"---","Attack",3,"BombStrUp",2,"Spc Attack",2,"Defense",-2,,
"Kut-Ku Coat K","10750z","BluKutKuCarapace",5,"SmlBlueKut-KuEar",1,"Dragonite Ore",3,"Lg Monster Bone",3,14,5,3,0,1,10750,"Male/Female","Gunner",4,1,1,"---","Attack",3,"Spc Attack",2,"Health",-2,,,,
"Gravios Tasset K","23250z","Blk Gravios Shl",2,"Blk Gravios Crst",5,"Union Ore",3,"Iodrome Hide",2,30,2,2,0,-2,23250,"Male/Female","Blade",4,1,1,"---","Health",2,"Heat Res",3,"Flute",2,"Sharpness",2,"Gathering",-2
"Gravios Coat K","23250z","Blk Gravios Shl",2,"Blk Gravios Crst",5,"Union Ore",3,"Iodrome Hide",2,15,4,3,0,1,23250,"Male/Female","Gunner",4,1,1,"---","Health",2,"Heat Res",2,"Protection",2,"PsychicVis",2,"Gathering",-2
"Basarios Tasset S","32250z","Basrios Carapace",4,"Carbalite Ore",7,"Dragonite Ore",8,"Genprey Hide+",3,36,0,2,-2,2,32250,"Male/Female","Blade",6,1,1,"---","Defense",3,"Worry",2,"Heat Res",2,"PsychicVis",2,"Protection",-2
"Basarios Coat S","32250z","Basrios Carapace",4,"Carbalite Ore",7,"Dragonite Ore",8,"Genprey Hide+",3,19,2,4,0,4,32250,"Male/Female","Gunner",6,1,1,"---","Defense",3,"Worry",2,"PelletSAdd",2,"Protection",-2,"Load",-1
"Melahoa Skirt S","7750z","Joiner Grasshppr",4,"Dosbiscus",5,"Platinum Ticket",2,"Ancient Potion",1,20,0,0,0,3,7750,"Male/Female","Blade/Gunner",7,1,1,"---","Gathering",3,"PsychicVis",4,"Rec Speed",1,"Cold Res",-3,,
"Bistro Apron S","7750z","PineFlynMealPass",1,"Kingmeat",1,"BBQ Ticket",2,"Khezu Hide - Tan",3,20,3,0,0,0,7750,"Male/Female","Blade/Gunner",7,1,1,"---","Gluttony",3,"HiSpdGathr",4,"Sleep",-4,,,,
"Mosswine Hip S","3350z","Carbalite Ore",1,"Mosswine Hide",2,"Bullfango Pelt",4,,,16,0,0,0,0,3350,"Male/Female","Blade/Gunner",7,1,1,"---","Gluttony",5,"Health",3,"Hunger",-2,,,,
"Kirin Hoop S","59625z","SpecialKirinHide",1,"Kirin Hide+",3,"Kirin Azure Horn",2,"Thunder Sac",3,41,0,4,0,0,59625,"Male/Female","Blade",7,1,1,"---","All Res Up",2,"Recovery",2,"Artisan",2,"PsychicVis",2,"Cold Res",-2
"Kirin Shorts S","59625z","SpecialKirinHide",1,"Kirin Hide+",3,"Kirin Azure Horn",2,"Thunder Sac",3,21,2,6,0,2,59625,"Male/Female","Gunner",7,1,1,"---","All Res Up",2,"Recovery",2,"PierceS Up",2,"PsychicVis",2,"Cold Res",-2
"Garuga Tasset S","32250z","Garuga Carapace",5,"StrongGarugaWing",1,"Garuga Shell",5,"Hrd Monster Bone",1,36,2,2,0,0,32250,"Male/Female","Blade",7,1,1,"---","Sharpness",3,"HearProtct",2,"PsychicVis",2,"Recovery",-2,,
"Garuga Coat S","32250z","Garuga Carapace",5,"StrongGarugaWing",1,"Garuga Shell",5,"Hrd Monster Bone",1,19,3,3,0,2,32250,"Male/Female","Gunner",7,1,1,"---","NormalS Up",2,"Spc Attack",2,"PsychicVis",2,"MixSucRate",-2,,
"Chain Belt U","4150z","Rainbow Ore",2,"Carbalite Ore",2,"Earth Crystal",20,"Rubbery Hide",2,17,2,-2,0,2,4150,"Male/Female","Blade/Gunner",6,1,1,"---","Gathering",5,"Protection",2,"Artisan",2,"PsychicVis",2,,
"Vespoid Tasset U","23250z","Rainbow Insect",2,"Vspoid Razorwing",3,"Vespoid Carapace",4,"Fire Stone",1,30,-6,2,2,-5,23250,"Male/Female","Blade",6,1,1,"---","Poison",2,"Wide Rec",2,"Sleep",1,"Whim",-3,,
"Vespoid Coat U","23250z","Rainbow Insect",2,"Vspoid Razorwing",3,"Vespoid Carapace",4,"Fire Stone",1,16,-5,5,2,-4,23250,"Male/Female","Gunner",6,1,1,"---","Poison",2,"Recovery",2,"Sleep",1,"Whim",-3,,
"Hornet Tasset U","23250z","Rainbow Insect",2,"Hornet Razorwing",3,"Hornet Carapace",3,"Nova Crystal",1,30,-6,-5,2,-1,23250,"Male/Female","Blade",6,1,1,"---","Fate",2,"Guard",2,"Dragon Res",2,"PsychicVis",3,"Worry",-2
"Hornet Coat U","23250z","Rainbow Insect",2,"Hornet Razorwing",3,"Hornet Carapace",3,"Nova Crystal",1,15,-5,-3,3,2,23250,"Male/Female","Gunner",6,1,1,"---","Fate",2,"Health",2,"Dragon Res",2,"PsychicVis",3,"Worry",-2
"Shinobi Belt (Sky)","61875z","Rainbow Ore",2,"Fatalis Strg Wng",1,"Guild Ticket",1,"Azre Rthlos Scl+",2,20,0,2,1,-6,61875,"Male/Female","Blade/Gunner",7,1,1,"---","PsychicVis",3,"Hunger",2,"Spc Attack",2,"Whim",-2,,
"Shinobi Belt (Sea)","61875z","Rainbow Ore",2,"Fatalis Strg Wng",1,"Guild Ticket",1,"Azre Rthlos Scl+",2,20,2,4,2,-5,61875,"Male/Female","Blade/Gunner",7,1,1,"---","PsychicVis",3,"Hunger",2,"Spc Attack",2,"Whim",-2,,
"Genprey Tasset U","24750z","Rainbow Insect",2,"Genprey Scale+",6,"Genprey Hide+",9,"Joiner Grasshppr",3,31,2,3,-1,-2,24750,"Male/Female","Blade",6,1,1,"---","Paralysis",3,"SwdShrpner",2,"Protection",2,"Recovery",-2,,
"Genprey Coat U","24750z","Rainbow Insect",2,"Genprey Scale+",6,"Genprey Hide+",9,"Joiner Grasshppr",3,19,4,5,0,0,24750,"Male/Female","Gunner",6,1,1,"---","Paralysis",3,"PelletS Up",2,"PsychicVis",2,"Load",-2,,
"Ioprey Tasset U","27750z","Rainbow Insect",3,"Ioprey Scale+",6,"Flabby Hide",3,"Blk Gravios Shl",4,33,3,-2,-1,2,27750,"Male/Female","Blade",6,1,1,"---","Poison",2,"Health",2,"BombStrUp",3,"PsychicVis",2,"Whim",-2
"Ioprey Coat U","27750z","Rainbow Insect",3,"Ioprey Scale+",6,"Flabby Hide",3,"Blk Gravios Shl",4,19,5,0,0,4,27750,"Male/Female","Gunner",6,1,1,"---","Poison",2,"BmbShotAdd",2,"PsychicVis",2,"Health",-1,,
"Steel Belt U","26250z","Rainbow Ore",3,"Pure Crystal",1,"Nova Crystal",2,"Rubbery Hide+",2,32,2,-2,0,2,26250,"Male/Female","Blade",6,1,1,"---","MixSucRate",4,"PsychicVis",4,"Defense",-3,,,,
"Basarios Tasset U","32250z","Basrios Carapace",4,"Carbalite Ore",7,"Basarios Wing",1,"Machalite Ore",20,36,0,2,-2,2,32250,"Male/Female","Blade",6,1,1,"---","Defense",2,"Sleep",2,"Guard",2,"PsychicVis",2,"Protection",-2
"Basarios Coat U","32250z","Basrios Carapace",4,"Carbalite Ore",7,"Basarios Wing",1,"Machalite Ore",20,19,2,4,0,4,32250,"Male/Female","Gunner",6,1,1,"---","Defense",2,"Shot Mix",2,"PierceSAdd",2,"Protection",-2,"Load",-1
