"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Velociprey LeggingsD","7750z","WhtVeloprySclPc",3,"Disk Stone",3,"Kelbi Hide",1,"Blk Gravios Crst",3,10,3,3,0,3,7750,"Male/Female","Gunner",3,1,1,"---","Gluttony",2,"WideEffect",3,"PsychicVis",2,"Health",-2,,
"Plesioth Greaves D","4150z","GrnPlesiothSclPc",3,"Monster Fluid",1,"Earth Crystal",4,"GrnPlesiothFinPc",1,17,-4,-4,0,4,4150,"Male/Female","Blade",3,1,1,"---","Attack",4,"Fishing",3,"Whim",3,"PsychicVis",1,,
"Plesioth Leggings D","4150z","GrnPlesiothSclPc",3,"Monster Fluid",1,"Earth Crystal",4,"GrnPlesiothFinPc",1,9,-2,-2,1,6,4150,"Male/Female","Gunner",3,1,1,"---","Attack",4,"Fishing",3,"Whim",3,"PsychicVis",1,,
"Gravios Greaves D","7750z","Blk Gravios Crst",6,"Med Monster Bone",2,"Machalite Ore",5,"Rubbery Hide",2,20,2,2,0,-2,7750,"Male/Female","Blade",3,1,1,"---","Health",2,"Heat Res",3,"Map",2,"PsychicVis",2,"Gathering",-1
"Gravios Leggings D","7750z","Blk Gravios Crst",6,"Med Monster Bone",2,"Machalite Ore",5,"Rubbery Hide",2,10,4,3,0,1,7750,"Male/Female","Gunner",3,1,1,"---","Health",2,"Heat Res",2,"Protection",2,"PsychicVis",2,,
"Basarios Greaves+","16750z","Basarios Wing",1,"Basarios Shell",3,"Genprey Hide",5,"Earth Crystal",10,26,0,2,-2,2,16750,"Male/Female","Blade",4,1,1,"---","Defense",2,"Poison",2,"Worry",2,"PsychicVis",3,"Protection",-2
"Basarios Leggings+","16750z","Basarios Wing",1,"Basarios Shell",3,"Genprey Hide",5,"Earth Crystal",10,14,2,4,0,4,16750,"Male/Female","Gunner",4,1,1,"---","Defense",2,"Poison",2,"Worry",2,"PsychicVis",3,"Protection",-2
"Velociprey Feet+","1950z","Monster Bone+",1,"Velocidrome Claw",3,"Rubbery Hide",2,"BmboFlynMealPass",1,13,0,0,0,0,1950,"Male/Female","Blade/Gunner",5,1,1,"---","Faint",4,"Fate",2,"PsychicVis",2,"Whim",-2,,
"Genprey Feet+","1950z","Monster Bone+",1,"Genprey Fang",10,"Rubbery Hide",2,"Genprey Scale",10,13,0,0,0,0,1950,"Male/Female","Blade/Gunner",5,1,1,"---","Paralysis",4,"Whim",2,"PsychicVis",2,"MixSucRate",-2,,
"Ioprey Feet+","1950z","Monster Bone+",1,"King Scarab",4,"Rubbery Hide",2,"Ioprey Scale",10,13,0,0,0,0,1950,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",4,"PsychicVis",3,"Map",3,"Health",-1,,
"Mosswine Feet+","1350z","Monster Bone+",1,"Mosswine Hide",1,"Bullfango Pelt",8,,,11,0,0,0,0,1350,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",3,"Health",3,"Hunger",-2,,,,
"Kirin Leg Guards+","37125z","Kirin Hide+",1,"Kirin Hide",3,"Rubbery Hide",3,"Electro Sac",3,31,0,4,0,0,37125,"Male/Female","Blade",5,1,1,"---","All Res Up",2,"Recovery",2,"Fate",2,"Cold Res",-2,,
"Kirin Boots+","37125z","Kirin Hide+",1,"Kirin Hide",3,"Rubbery Hide",3,"Electro Sac",3,15,2,6,0,2,37125,"Male/Female","Gunner",5,1,1,"---","All Res Up",2,"Recovery",2,"Fate",2,"Cold Res",-2,,
"Plesioth Greaves K","18250z","Grn Plesioth Fin",2,"Union Ore",3,"King Scarab",3,"GrnPlesiothSclPc",4,27,-4,-4,0,4,18250,"Male/Female","Blade",4,1,1,"---","Attack",3,"Protection",2,"Fate",2,"PsychicVis",2,"Guard",-2
"Plesioth Leggings K","18250z","Grn Plesioth Fin",2,"Union Ore",3,"King Scarab",3,"GrnPlesiothSclPc",4,15,-2,-2,1,6,18250,"Male/Female","Gunner",4,1,1,"---","Attack",3,"Protection",2,"Fate",3,"PsychicVis",1,"Health",-2
"Gravios Greaves K","23250z","Blk Gravios Shl",2,"Blk Gravios Crst",5,"Lg Monster Bone",5,"Ioprey Hide",3,30,2,2,0,-2,23250,"Male/Female","Blade",4,1,1,"---","Health",2,"Heat Res",3,"Flute",2,"Sharpness",1,"Gathering",-2
"Gravios Leggings K","23250z","Blk Gravios Shl",2,"Blk Gravios Crst",5,"Lg Monster Bone",5,"Ioprey Hide",3,15,4,3,0,1,23250,"Male/Female","Gunner",4,1,1,"---","Health",3,"Heat Res",2,"Protection",2,"PsychicVis",2,"Gathering",-2
"Basarios Greaves S","32250z","Basrios Carapace",3,"Carbalite Ore",5,"Toxin Sac",3,"Genprey Hide+",5,36,0,2,-2,2,32250,"Male/Female","Blade",6,1,1,"---","Defense",3,"Worry",2,"WindPress",2,"Protection",-2,"Faint",-1
"Basarios Leggings S","32250z","Basrios Carapace",3,"Carbalite Ore",5,"Toxin Sac",3,"Genprey Hide+",5,19,2,4,0,4,32250,"Male/Female","Gunner",6,1,1,"---","Defense",3,"Worry",2,"PierceSAdd",2,"Protection",-2,"Load",-1
"Velociprey Feet S","4950z","Velociprey Scle+",6,"Velociprey Hide+",10,"Rubbery Hide+",2,"Velocidrome Claw",3,18,0,0,0,0,4950,"Male/Female","Blade/Gunner",7,1,1,"---","Faint",4,"Fate",2,"Flute",2,"Whim",-3,,
"Genprey Feet S","4950z","Genprey Scale+",6,"Genprey Hide+",10,"Rubbery Hide+",2,"Gendrome Hide",2,18,0,0,0,0,4950,"Male/Female","Blade/Gunner",7,1,1,"---","Paralysis",4,"Whim",2,"WideEffect",3,"MixSucRate",-2,,
"Ioprey Feet S","4950z","Ioprey Scale+",6,"Ioprey Hide+",10,"Rubbery Hide+",2,"Iodrome Hide",2,18,0,0,0,0,4950,"Male/Female","Blade/Gunner",7,1,1,"---","Poison",4,"PsychicVis",2,"Map",2,"Health",-3,,
"Mosswine Feet S","3350z","Carbalite Ore",1,"Mosswine Hide",2,"Bullfango Pelt",3,,,16,0,0,0,0,3350,"Male/Female","Blade/Gunner",7,1,1,"---","Gluttony",5,"Health",3,"Hunger",-2,,,,
"Kirin Leg Guards S","59625z","SpecialKirinHide",1,"Kirin Hide+",3,"Rubbery Hide+",2,"Thunder Sac",3,41,0,4,0,0,59625,"Male/Female","Blade",7,1,1,"---","All Res Up",2,"Recovery",2,"Artisan",2,"PsychicVis",2,"Cold Res",-2
"Kirin Boots S","59625z","SpecialKirinHide",1,"Kirin Hide+",3,"Rubbery Hide+",2,"Thunder Sac",3,21,2,6,0,2,59625,"Male/Female","Gunner",7,1,1,"---","All Res Up",2,"Recovery",2,"PierceS Up",2,"PsychicVis",2,"Cold Res",-2
"Garuga Greaves S","32250z","Garuga Carapace",5,"StrongGarugaWing",1,"Garuga Shell",5,"Genprey Hide+",5,36,2,2,0,0,32250,"Male/Female","Blade",7,1,1,"---","Sharpness",3,"HearProtct",3,"PsychicVis",2,"Recovery",-3,,
"Garuga Leggings S","32250z","Garuga Carapace",5,"StrongGarugaWing",1,"Garuga Shell",5,"Genprey Hide+",5,19,3,3,0,2,32250,"Male/Female","Gunner",7,1,1,"---","NormalS Up",2,"Spc Attack",2,"PsychicVis",2,"MixSucRate",-2,,
"(Torso Inc) Coffee Pants","4150z","Rainbow Ore",2,"Pure Crystal",2,"Carbalite Ore",2,"Kelbi Hide",2,17,2,-2,0,2,4150,"Male/Female","Blade/Gunner",6,1,1,"---","Torso Inc",,,,,,,,,
"Vespoid Greaves U","23250z","Rainbow Insect",2,"Vspoid Razorwing",3,"Vespoid Carapace",3,"Union Ore",4,30,-6,2,2,-5,23250,"Male/Female","Blade",6,1,1,"---","Poison",2,"Wide Rec",2,"Sleep",1,"Whim",-2,,
"Vespoid Leggings U","23250z","Rainbow Insect",2,"Vspoid Razorwing",3,"Vespoid Carapace",3,"Union Ore",4,16,-5,5,2,-4,23250,"Male/Female","Gunner",6,1,1,"---","Poison",2,"Recovery",2,"Sleep",1,"Whim",-2,,
"Hornet Greaves U","23250z","Rainbow Insect",2,"Hornet Razorwing",3,"Hornet Carapace",3,"Carbalite Ore",2,30,-6,-5,2,-1,23250,"Male/Female","Blade",6,1,1,"---","Fate",2,"Guard",3,"Dragon Res",2,"Gathering",2,"Worry",-2
"Hornet Leggings U","23250z","Rainbow Insect",2,"Hornet Razorwing",3,"Hornet Carapace",3,"Carbalite Ore",2,15,-5,-3,3,2,23250,"Male/Female","Gunner",6,1,1,"---","Fate",2,"Health",3,"Dragon Res",2,"Gathering",2,"Worry",-2
"Shinobi Boots (Sky)","61875z","Rainbow Ore",2,"Fatalis Strg Wng",1,"Guild Ticket",1,"Pnk Rathian Cpc",3,20,0,2,1,-6,61875,"Male/Female","Blade/Gunner",7,1,1,"---","PsychicVis",3,"Hunger",2,"Spc Attack",2,"Whim",-2,,
"Shinobi Boots (Sea)","61875z","Rainbow Ore",2,"Fatalis Strg Wng",1,"Guild Ticket",1,"Pnk Rathian Cpc",3,20,2,4,2,-5,61875,"Male/Female","Blade/Gunner",7,1,1,"---","PsychicVis",3,"Hunger",2,"Spc Attack",2,"Whim",-2,,
"Genprey Greaves U","24750z","Rainbow Insect",3,"Genprey Scale+",4,"Small Goldenfish",6,"King Scarab",6,31,2,3,-1,-2,24750,"Male/Female","Blade",6,1,1,"---","Paralysis",3,"SwdShrpner",2,"Protection",2,"Recovery",-2,,
"Genprey Leggings U","24750z","Rainbow Insect",3,"Genprey Scale+",4,"Small Goldenfish",6,"King Scarab",6,19,4,5,0,0,24750,"Male/Female","Gunner",6,1,1,"---","Paralysis",3,"PelletS Up",2,"PsychicVis",2,"Load",-2,,
"(Torso Inc) Ioprey Greaves U","27750z","Rainbow Insect",2,"Ioprey Scale+",3,"Ioprey Hide+",5,"Pur Rubbery Hide",2,33,3,-2,-1,2,27750,"Male/Female","Blade",6,1,1,"---","Torso Inc",,,,,,,,,
"(Torso Inc) Ioprey Leggings U","27750z","Rainbow Insect",2,"Ioprey Scale+",3,"Ioprey Hide+",5,"Pur Rubbery Hide",2,0,5,0,0,4,27750,"Male/Female","Gunner",6,1,1,"---","Torso Inc",,,,,,,,,
"Basarios Greaves U","32250z","Basrios Carapace",3,"Carbalite Ore",5,"Gendrome Hide",2,"Machalite Ore",20,36,0,2,-2,2,32250,"Male/Female","Blade",6,1,1,"---","Defense",2,"Sleep",2,"Guard",2,"PsychicVis",3,"Protection",-2
"Basarios Leggings U","32250z","Basrios Carapace",3,"Carbalite Ore",5,"Gendrome Hide",2,"Machalite Ore",20,19,2,4,0,4,32250,"Male/Female","Gunner",6,1,1,"---","Defense",2,"Shot Mix",2,"PelletSAdd",2,"Protection",-2,"Load",-1
