"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Glyph Crown Haku","61875z","LaoS Heavy Shell",1,"Lao-Shan Scale+",5,"Solid Blos Horn",1,"Commendation",3,21,1,2,-2,3,61875,"Female","Blade/Gunner",7,1,1,"---","Rec Speed",2,"Load",4,"All Res Up",4,"Defense",-5,,
"Dragonhead S","111111z","Fatalis Evil Eye",1,"Thck Fatalis Scl",3,"Fatalis' Gore",2,"Rthlos BrainStem",1,44,0,2,-5,2,111111,"Male/Female","Blade/Gunner",7,1,1,"---","Rec Speed",2,"Attack",3,"Sharpness",3,"Faint",-3,,
"Dragonface S","111111z","Fatalis Evil Eye",1,"Thck Fatalis Scl",3,"Fatalis' Gore",2,"Rthlos BrainStem",1,22,2,4,-2,4,111111,"Male/Female","Blade/Gunner",7,1,1,"---","Rec Speed",3,"Load",3,"Protection",4,"Defense",-5,,
"Auroros Helm Ten","123750z","Azure LaoS Claw",1,"Azure LaoS Scale",5,"TwstBlckBlosHrn",1,"Commendation",3,42,-2,0,-4,2,123750,"Male","Blade/Gunner",7,1,1,"---","Fencing",3,"Attack",3,"Protection",2,"Recovery",-3,,
"Genesis HeadpieceTen","123750z","Azure LaoS Claw",1,"Azure LaoS Scale",5,"TwstBlckBlosHrn",1,"Commendation",3,21,1,2,-2,3,123750,"Male","Blade/Gunner",7,1,1,"---","Recoil",3,"PsychicVis",3,"Load",-5,"Defense",-3,,
"Borealis Crown Ten","123750z","Azure LaoS Claw",1,"Azure LaoS Scale",5,"TwstBlckBlosHrn",1,"Commendation",3,42,-2,0,-4,2,123750,"Female","Blade/Gunner",7,1,1,"---","Fencing",3,"Attack",3,"Protection",2,"Recovery",-3,,
"Glyph Crown Ten","123750z","Azure LaoS Claw",1,"Azure LaoS Scale",5,"TwstBlckBlosHrn",1,"Commendation",3,21,1,2,-2,3,123750,"Female","Blade/Gunner",7,1,1,"---","Recoil",3,"PsychicVis",3,"Load",-5,"Defense",-3,,
"Golden Moon Helm","57375z","Gld Rathian Rby",1,"Gld Rathian Shl",2,"Gld Rthian Spike",2,"Gld Rathian Scl",6,40,2,-2,0,0,57375,"Male/Female","Blade/Gunner",7,1,1,"---","Fate",3,"Sharpness",2,"SwdShrpner",-2,"Faint",-4,,
"Golden Moon Cap","57375z","Gld Rathian Rby",1,"Gld Rathian Shl",2,"Gld Rthian Spike",2,"Gld Rathian Scl",6,20,4,0,0,2,57375,"Male/Female","Blade/Gunner",7,1,1,"---","Fate",4,"NormalS Up",2,"PsychicVis",5,"Load",-2,"Worry",-2
"Silver Sol Helm","61875z","Slvr Rthalos Rby",1,"Slvr Rthlos Wing",1,"Slv Rthls Webbng",2,"Slvr Rthalos Scl",1,42,2,2,0,-1,61875,"Male/Female","Blade/Gunner",7,1,1,"---","Fencing",2,"Sharpness",2,"Faint",-4,"Fate",-2,"Recovery",-1
"Silver Sol Cap","61875z","Slvr Rthalos Rby",1,"Slvr Rthlos Wing",1,"Slv Rthls Webbng",2,"Slvr Rthalos Scl",1,21,4,5,0,2,61875,"Male/Female","Blade/Gunner",7,1,1,"---","PierceSAdd",6,"Flute",2,"PsychicVis",3,"Health",-3,,
"Fatalis Head","222222z","Fatalis Devl Eye",1,"Fatlis Crmsn Wng",3,"Fatalis' Gore",2,"Rathalos Ruby",1,44,0,2,-5,2,222222,"Male/Female","Blade/Gunner",7,1,1,"---","Artisan",3,"All Res Up",2,"PsychicVis",2,"Hunger",-2,"Faint",-2
"Fatalis Face","222222z","Fatalis Devl Eye",1,"Fatlis Crmsn Wng",3,"Fatalis' Gore",2,"Rathalos Ruby",1,22,2,4,-2,4,222222,"Male/Female","Blade/Gunner",7,1,1,"---","Rapid Fire",3,"PsychicVis",3,"All Res Up",-3,"Defense",-5,,
"Battle Helm U","19750z","Firecell Stone",2,"Kut-Ku Carapace",3,"Fire Stone",2,"Disk Stone",15,28,2,-2,0,-2,19750,"Male/Female","Blade/Gunner",6,1,1,"---","PsychicVis",2,"Sharpness",2,"Sleep",-4,"Faint",-2,"Attack",-1
"Battle Cap U","19750z","Firecell Stone",2,"Kut-Ku Carapace",3,"Fire Stone",2,"Dragon Seed",2,18,4,0,2,0,19750,"Male/Female","Blade/Gunner",6,1,1,"---","PsychicVis",4,"PierceSAdd",4,"Map",3,"Health",-3,"Faint",-1
"Protection Piercing","550z","Machalite Ore",2,"Kut-Ku Scale",2,"Velociprey Fang",4,"Iron Ore",5,6,0,0,0,0,550,"Male/Female","Blade/Gunner",2,1,1,"---","Auto-guard",10,,,,,,,,
"(dummy)Expert Piercing(TrainingOnly)",,,,,,,,,,0,0,0,0,0,0,"Male/Female","Blade/Gunner",5,1,1,"---","Artisan",10,"Sharpness",-10,,,,,,
"(dummy)Power Piercing(TrainingOnly)",,,,,,,,,,0,0,0,0,0,0,"Male/Female","Blade/Gunner",5,1,1,"---","Attack",25,"Hunger",-25,,,,,,
"(dummy)Life Piercing(TrainingOnly)",,,,,,,,,,0,0,0,0,0,0,"Male/Female","Blade/Gunner",5,1,1,"---","Health",25,"Protection",-10,,,,,,
"(dummy)Technique Piercing(TrainingOnly)",,,,,,,,,,0,0,0,0,0,0,"Male/Female","Blade/Gunner",5,1,1,"---","BombStrUp",10,"Throw",10,,,,,,
"(dummy)Ambitious Piercing(TrainingOnly)",,,,,,,,,,0,0,0,0,0,0,"Male/Female","Blade/Gunner",5,1,1,"---","Rapid Fire",10,"Health",-25,,,,,,
"Sword Saint Piercing","24175z","Sm Lao-Shan Claw",2,"Wht Monoblos Hrn",2,"Azur Rthlos Wing",1,"Pnk Rthian Thorn",2,10,0,0,0,0,24175,"Male/Female","Blade/Gunner",5,1,1,"---","Fencing",10,,,,,,,,
"Sure Shot Piercing","24175z","Sm Lao-Shan Claw",2,"Wht Monoblos Hrn",2,"Azur Rthlos Wing",1,"Pnk Rthian Thorn",2,10,0,0,0,0,24175,"Male/Female","Blade/Gunner",5,1,1,"---","NormalS Up",10,"Load",-5,,,,,,
"Early Bird Piercing(100WyvernUnlock)",,,,,,,,,,10,0,0,0,0,0,"Male/Female","Blade/Gunner",5,1,1,"---","HiSpdGathr",10,,,,,,,,
"Leather Helm*","150z",,,,,,,,,1,2,0,0,0,150,"Male/Female","Blade/Gunner",1,1,1,"---",,,,,,,,,,
"Basarios Helm","3350z","Basarios Shell",3,"Machalite Ore",5,"Kut-Ku Scale",2,"Knife Mackerel",10,16,0,2,-2,2,3350,"Male/Female","Blade/Gunner",3,1,1,"---","Defense",2,"Sleep",2,"Protection",-2,,,,
"Basarios Cap","3350z","Basarios Shell",3,"Machalite Ore",5,"Blue Kut-Ku Scl",2,"Knife Mackerel",10,8,2,4,0,4,3350,"Male/Female","Blade/Gunner",3,1,1,"---","Defense",3,"Sleep",3,"Poison",2,,,,
"Chaoshroom","1150z","Chaoshroom",1,"Stunshroom",10,"PlumFlynMealPass",1,"Godbug",3,1,0,3,0,0,1150,"Male/Female","Blade/Gunner",5,1,1,"---","Spc Attack",10,,,,,,,,
"Felyne Mask","200z","PlumFlynMealPass",1,"Silver Ticket",2,"Unknown Skull",3,"Piscine Jaw",4,2,3,0,0,0,200,"Male/Female","Blade/Gunner",5,1,1,"---","BombStrUp",10,"Fate",-4,,,,,,
"Melahoa Flower Hat","1150z","Dosbiscus",2,"Godbug",5,"Silver Ticket",2,"Cactus flower",5,10,0,0,0,3,1150,"Male/Female","Blade/Gunner",5,1,1,"---","Gathering",4,"PsychicVis",4,"Rec Speed",3,"Cold Res",-3,,
"Bistro Cap","1150z","PlumFlynMealPass",1,"Well-Done Steak",10,"Pawprint Stamp",3,"Flabby Hide",5,10,3,0,0,0,1150,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",9,"Fishing",6,,,,,,
"Makluva Hood","1150z","Springnight Carp",2,"Pin Tuna",30,"Plesioth Fin",4,"Book of Combos 1",1,10,0,0,0,3,1150,"Male/Female","Blade/Gunner",5,1,1,"---","MixSucRate",9,"Alchemy",6,,,,,,
"Genprey Mask","750z","Kut-Ku Coin",2,"Genprey Hide",5,,,,,8,0,0,0,0,750,"Male/Female","Blade/Gunner",5,1,1,"---","Paralysis",3,"Whim",7,"MixSucRate",-3,,,,
"Ioprey Mask","750z","Kut-Ku Coin",2,"Ioprey Hide",5,,,,,8,0,0,0,0,750,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",3,"PsychicVis",7,"Health",-3,,,,
"Kirin Horn","13875z","Kirin Hide",1,"Kirin Horn",1,"Kirin Mane",3,"Rubbery Hide",2,21,0,4,0,0,13875,"Male/Female","Blade/Gunner",5,1,1,"---","All Res Up",2,"Recovery",2,"Protection",2,"Defense",1,"PsychicVis",3
"Kirin Crest","13875z","Kirin Hide",1,"Kirin Horn",1,"Kirin Mane",3,"Rubbery Hide",2,10,2,6,0,2,13875,"Male/Female","Blade/Gunner",5,1,1,"---","All Res Up",3,"Recovery",2,"Protection",2,"PierceS Up",2,"PsychicVis",3
"Yian Garuga Helm","16750z","Garuga Ear",2,"Sharpened Beak",1,"Garuga Shell",3,"Garuga Mane",2,26,2,2,0,0,16750,"Male/Female","Blade/Gunner",5,1,1,"---","Sharpness",3,"Spc Attack",2,"PsychicVis",2,,,,
"Yian Garuga Cap","16750z","Garuga Ear",2,"Sharpened Beak",1,"Garuga Shell",3,"Garuga Mane",2,14,3,3,0,2,16750,"Male/Female","Blade/Gunner",5,1,1,"---","PelletS Up",2,"Health",2,"PsychicVis",2,"MixSucRate",-1,,
"Velociprey Helm D","7750z","WhtVeloprySclPc",3,"Iron Ore",4,"Kelbi Hide",1,"Blk Gravios Crst",3,20,1,1,-1,1,7750,"Male/Female","Blade/Gunner",3,1,1,"---","Gluttony",2,"WideEffect",3,"Throw",4,"Poison",-2,,
"Velociprey Cap D","7750z","WhtVeloprySclPc",3,"Iron Ore",4,"Kelbi Hide",1,"Blk Gravios Crst",3,10,3,3,0,3,7750,"Male/Female","Blade/Gunner",3,1,1,"---","Gluttony",2,"WideEffect",3,"PierceSAdd",2,"Throw",8,,
"Plesioth Helm D","4150z","GrnPlesiothSclPc",2,"Monster Fluid",1,"Cephalos Scale",3,"GrnPlesiothFinPc",1,17,-4,-4,0,4,4150,"Male/Female","Blade/Gunner",3,1,1,"---","Attack",2,"Fishing",3,"Whim",3,"PsychicVis",1,"Fire Res",-2
"Plesioth Cap D","4150z","GrnPlesiothSclPc",2,"Monster Fluid",1,"Cephalos Scale",3,"GrnPlesiothFinPc",1,9,-2,-2,1,6,4150,"Male/Female","Blade/Gunner",3,1,1,"---","Attack",2,"Fishing",3,"Whim",3,"PsychicVis",1,"Fire Res",-2
"Gravios Helm D","7750z","Blk Gravios Crst",5,"Med Monster Bone",5,"Machalite Ore",5,"Ioprey Hide",5,20,2,2,0,-2,7750,"Male/Female","Blade/Gunner",3,1,1,"---","Health",2,"Heat Res",2,"Map",2,"PsychicVis",2,"Gathering",-2
"Gravios Cap D","7750z","Blk Gravios Crst",5,"Med Monster Bone",5,"Machalite Ore",5,"Ioprey Hide",5,10,4,3,0,1,7750,"Male/Female","Blade/Gunner",3,1,1,"---","Health",3,"Heat Res",2,"Load",2,"PsychicVis",2,"Gathering",-1
"Basarios Helm+","16750z","Basarios Wing",1,"Basarios Shell",3,"Kut-Ku Scale",2,"Knife Mackerel",10,26,0,2,-2,2,16750,"Male/Female","Blade/Gunner",4,1,1,"---","Defense",2,"Poison",2,"Worry",2,"Protection",-2,,
"Basarios Cap+","16750z","Basarios Wing",1,"Basarios Shell",3,"Blue Kut-Ku Scl",2,"Knife Mackerel",10,14,2,4,0,4,16750,"Male/Female","Blade/Gunner",4,1,1,"---","Defense",3,"Poison",2,"Sleep",3,"Protection",-1,,
"Chaoshroom Mai","2850z","BmboFlynMealPass",1,"Toadstool",10,"Chaoshroom",3,"King Scarab",4,11,0,3,0,0,2850,"Male/Female","Blade/Gunner",5,1,1,"---","Spc Attack",7,"Cold Res",5,"Whim",-3,,,,
"Felyne Mask+","1650z","BmboFlynMealPass",1,"Gold Ticket",2,"Mosswine Head",1,"Hornetaur Head",6,12,3,0,0,0,1650,"Male/Female","Blade/Gunner",5,1,1,"---","BombStrUp",6,"Map",8,"Fate",-1,,,,
"Melahoa Flower Hat+","2850z","King Scarab",4,"Dosbiscus",3,"Gold Ticket",2,"Cactus flower",10,15,0,0,0,3,2850,"Male/Female","Blade/Gunner",5,1,1,"---","Gathering",4,"PsychicVis",4,"Rec Speed",3,"Cold Res",-3,,
"Bistro Cap+","2850z","BmboFlynMealPass",1,"Gourmet Steak",10,"Pawprint Stamp",3,"Flabby Hide",7,15,3,0,0,0,2850,"Male/Female","Blade/Gunner",5,1,1,"---","Gluttony",5,"Hunger",3,"Gathering",3,"PsychicVis",2,"Sleep",-2
"Makluva Hood+","2850z","Speartuna",1,"Springnight Carp",3,"Plesioth Fin",4,"Book of Combos 1",1,15,0,0,0,3,2850,"Male/Female","Blade/Gunner",5,1,1,"---","MixSucRate",5,"Water Res",6,"Alchemy",2,"Heat Res",-2,,
"Genprey Mask+","1950z","Monster Bone+",1,"Gendrome Hide",2,"Genprey Hide",10,,,13,0,0,0,0,1950,"Male/Female","Blade/Gunner",5,1,1,"---","Paralysis",4,"Whim",6,"MixSucRate",-3,,,,
"Ioprey Mask+","1950z","Monster Bone+",1,"Iodrome Hide",2,"Ioprey Hide",10,,,13,0,0,0,0,1950,"Male/Female","Blade/Gunner",5,1,1,"---","Poison",4,"PsychicVis",6,"Map",1,"Health",-3,,
"Kirin Horn+","37125z","Kirin Hide+",1,"Kirin Hide",3,"Kirin Azure Horn",1,"Kirin Mane",5,31,0,4,0,0,37125,"Male/Female","Blade/Gunner",5,1,1,"---","All Res Up",2,"Recovery",2,"Fate",2,,,,
"Kirin Crest+","37125z","Kirin Hide+",1,"Kirin Hide",3,"Kirin Azure Horn",1,"Kirin Mane",5,15,2,6,0,2,37125,"Male/Female","Blade/Gunner",5,1,1,"---","All Res Up",2,"Recovery",2,"Fate",2,,,,
"Plesioth Helm K","18250z","Grn Plesioth Fin",2,"Dragonite Ore",4,"Cephalos Scale",2,"GrnPlesiothSclPc",4,27,-4,-4,0,4,18250,"Male/Female","Blade/Gunner",4,1,1,"---","Attack",3,"Protection",3,"PsychicVis",3,"Guard",-2,,
"Plesioth Cap K","18250z","Grn Plesioth Fin",2,"Dragonite Ore",4,"Cephalos Scale",2,"GrnPlesiothSclPc",4,15,-2,-2,1,6,18250,"Male/Female","Blade/Gunner",4,1,1,"---","Attack",3,"Protection",2,"Fate",3,"PsychicVis",1,"Health",-2
"Gravios Helm K","23250z","Blk Gravios Shl",5,"Blk Gravios Crst",4,"Lg Monster Bone",3,"Light Crystal",1,30,2,2,0,-2,23250,"Male/Female","Blade/Gunner",4,1,1,"---","Health",3,"Heat Res",3,"Flute",2,"Gathering",-2,"Recovery",-1
"Gravios Cap K","23250z","Blk Gravios Shl",5,"Blk Gravios Crst",4,"Lg Monster Bone",3,"Light Crystal",1,15,4,3,0,1,23250,"Male/Female","Blade/Gunner",4,1,1,"---","Health",4,"Heat Res",3,"Load",3,"PsychicVis",2,"Defense",-2
"Basarios Helm S","32250z","Basarios Tears",1,"Basrios Carapace",3,"Kut-Ku Scale",2,"Knife Mackerel",10,36,0,2,-2,2,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Defense",3,"Worry",2,"Heat Res",2,"PsychicVis",2,"Protection",-2
"Basarios Cap S","32250z","Basarios Tears",1,"Basrios Carapace",3,"Blue Kut-Ku Scl",2,"Knife Mackerel",10,19,2,4,0,4,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Defense",3,"Worry",3,"Poison",2,"PsychicVis",3,"Protection",-2
"Chaoshroom Haku","7750z","PineFlynMealPass",1,"Nitroshroom",20,"Chaoshroom",5,"Joiner Grasshppr",4,16,0,3,0,0,7750,"Male/Female","Blade/Gunner",7,1,1,"---","Spc Attack",5,"Paralysis",5,"Whim",-5,,,,
"Felyne Mask S","4150z","PineFlynMealPass",1,"Platinum Ticket",2,"Gypceros Head",1,"Bullfango Head",1,17,3,0,0,0,4150,"Male/Female","Blade/Gunner",7,1,1,"---","BombStrUp",5,"Map",10,,,,,,
"Melahoa Flower HatS","7750z","Joiner Grasshppr",4,"Dosbiscus",4,"Platinum Ticket",2,"King Cactus",1,20,0,0,0,3,7750,"Male/Female","Blade/Gunner",7,1,1,"---","Gathering",4,"PsychicVis",3,"Rec Speed",3,"Cold Res",-4,,
"Bistro Cap S","7750z","PineFlynMealPass",1,"Kingmeat",1,"Pawprint Stamp",3,"Khezu Hide - Tan",4,20,3,0,0,0,7750,"Male/Female","Blade/Gunner",7,1,1,"---","Gluttony",4,"HiSpdGathr",3,"PsychicVis",1,"Sleep",-5,,
"Makluva Hood S","7750z","Plesioth Top Fin",4,"Springnight Carp",4,"Speartuna",1,"Book of Combos 1",1,20,0,0,0,3,7750,"Male/Female","Blade/Gunner",7,1,1,"---","MixSucRate",6,"Protection",5,"Heat Res",-4,,,,
"Genprey Mask S","4950z","Carbalite Ore",5,"Gendrome Hide",2,"Genprey Hide",20,,,18,0,0,0,0,4950,"Male/Female","Blade/Gunner",7,1,1,"---","Paralysis",4,"Whim",5,"WideEffect",2,"PsychicVis",1,"MixSucRate",-3
"Ioprey Mask S","4950z","Carbalite Ore",5,"Iodrome Hide",2,"Ioprey Hide",20,,,18,0,0,0,0,4950,"Male/Female","Blade/Gunner",7,1,1,"---","Poison",4,"PsychicVis",7,"Map",2,"Health",-2,,
"Kirin Horn S","59625z","SpecialKirinHide",1,"Kirin Hide+",3,"Kirin Azure Horn",1,"Kirin Mane",5,41,0,4,0,0,59625,"Male/Female","Blade/Gunner",7,1,1,"---","All Res Up",2,"Recovery",2,"Artisan",2,"Sharpness",3,"Cold Res",-2
"Kirin Crest S","59625z","SpecialKirinHide",1,"Kirin Hide+",3,"Kirin Azure Horn",1,"Kirin Mane",5,21,2,6,0,2,59625,"Male/Female","Blade/Gunner",7,1,1,"---","All Res Up",2,"Recovery",2,"PierceS Up",2,"Load",3,"Cold Res",-2
"Yian Garuga Helm S","32250z","Stylish Beak",1,"Long Garuga Ear",2,"Garuga Shell",3,"Garuga Mane",2,36,2,2,0,0,32250,"Male/Female","Blade/Gunner",7,1,1,"---","Sharpness",3,"HearProtct",2,"PsychicVis",2,"Recovery",-1,,
"Yian Garuga Cap S","32250z","Stylish Beak",1,"Long Garuga Ear",2,"Garuga Shell",3,"Garuga Mane",2,19,3,3,0,2,32250,"Male/Female","Blade/Gunner",7,1,1,"---","NormalS Up",2,"Spc Attack",2,"PsychicVis",2,"MixSucRate",-2,,
"Garuga Mask","32250z","Stylish Beak",1,"Long Garuga Ear",2,"Garuga Carapace",3,"Garuga Mane",4,36,0,0,0,0,32250,"Male/Female","Blade/Gunner",7,1,1,"---","HearProtct",5,"Attack",3,"NormalS Up",2,"Recovery",-2,"MixSucRate",-2
"Chain Helm U","4150z","Rainbow Ore",2,"Carbalite Ore",3,"Dragonite Ore",2,,,17,2,-2,0,2,4150,"Male/Female","Blade/Gunner",6,1,1,"---","Gathering",3,"Protection",2,"Artisan",2,"PsychicVis",2,"Hunger",-1
"Vespoid Helm U","23250z","Rainbow Insect",2,"Vspoid Razorwing",5,"Vespoid Carapace",3,"Joiner Grasshppr",2,30,-6,2,2,-5,23250,"Male/Female","Blade/Gunner",6,1,1,"---","Poison",2,"Wide Rec",2,"PsychicVis",3,"Whim",-2,,
"Vespoid Cap U","23250z","Rainbow Insect",2,"Vspoid Razorwing",5,"Vespoid Carapace",3,"Joiner Grasshppr",2,16,-5,5,2,-4,23250,"Male/Female","Blade/Gunner",6,1,1,"---","Poison",2,"Recovery",3,"PsychicVis",3,"Whim",-2,,
"Hornet Helm U","23250z","Rainbow Insect",2,"Hornet Razorwing",3,"Hornet Carapace",3,"Joiner Grasshppr",2,30,-6,-5,2,-1,23250,"Male/Female","Blade/Gunner",6,1,1,"---","Fate",2,"Guard",2,"Dragon Res",2,"PsychicVis",3,"Worry",-2
"Hornet Cap U","23250z","Rainbow Insect",2,"Hornet Razorwing",3,"Hornet Carapace",3,"Joiner Grasshppr",2,15,-5,-3,3,2,23250,"Male/Female","Blade/Gunner",6,1,1,"---","Fate",2,"Health",3,"Dragon Res",3,"PsychicVis",3,"Worry",-2
"Shinobi Mask (Sky)","61875z","Rainbow Ore",2,"Fatalis Strg Wng",1,"Guild Ticket",1,"Slvr Rthalos Shl",2,20,0,2,1,-6,61875,"Male/Female","Blade/Gunner",7,1,1,"---","PsychicVis",3,"Hunger",2,"Spc Attack",2,"Whim",-2,,
"Shinobi Mask (Sea)","61875z","Rainbow Ore",2,"Fatalis Strg Wng",1,"Guild Ticket",1,"Slvr Rthalos Shl",2,20,2,4,2,-5,61875,"Male/Female","Blade/Gunner",7,1,1,"---","PsychicVis",3,"Hunger",2,"Spc Attack",2,"Whim",-2,,
"Genprey Helm U","24750z","Rainbow Insect",2,"Genprey Scale+",4,"Genprey Hide+",6,"Monster Bone+",3,31,2,3,-1,-2,24750,"Male/Female","Blade/Gunner",6,1,1,"---","Paralysis",3,"SwdShrpner",2,"PsychicVis",4,"MixSucRate",-2,,
"Genprey Cap U","24750z","Rainbow Insect",2,"Genprey Scale+",4,"Genprey Hide+",6,"Monster Bone+",3,19,4,5,0,0,24750,"Male/Female","Blade/Gunner",6,1,1,"---","Paralysis",5,"PierceS Up",2,"PsychicVis",2,"Load",-2,,
"Ioprey Helm U","27750z","Rainbow Insect",2,"Ioprey Scale+",4,"Ioprey Hide+",6,"Hrd Monster Bone",1,33,3,-2,-1,2,27750,"Male/Female","Blade/Gunner",6,1,1,"---","Poison",4,"Health",2,"BombStrUp",3,"Whim",-2,,
"Ioprey Cap U","27750z","Rainbow Insect",2,"Ioprey Scale+",4,"Ioprey Hide+",6,"Hrd Monster Bone",1,19,5,0,0,4,27750,"Male/Female","Blade/Gunner",6,1,1,"---","Poison",5,"BmbShotAdd",2,"Health",-1,,,,
"Basarios Helm U","32250z","Basarios Tears",1,"Basrios Carapace",3,"Small Goldenfish",5,"Machalite Ore",20,36,0,2,-2,2,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Defense",2,"Sleep",2,"Guard",2,"PsychicVis",3,"Protection",-2
"Basarios Cap U","32250z","Basarios Tears",1,"Basrios Carapace",3,"GrnPlesiothSclPc",2,"Machalite Ore",20,19,2,4,0,4,32250,"Male/Female","Blade/Gunner",6,1,1,"---","Defense",2,"Shot Mix",2,"PsychicVis",3,"Protection",-2,,
